1501374231503;24;47;0;23;46
1501374247546;25;42;0;24;47
1501374263589;24;43;0;24;46
1501374279630;24;42;0;36;47
1501374295672;16;43;0;24;42
1501374311716;24;41;0;24;46
1501374327760;24;44;0;35;47
